alert_type,source_ip_risk,user_risk_score,failed_login_count_24h,geo_impossible_travel,asset_criticality,historical_false_positive_rate,priority
other,0.0,0.2138,4,0,medium,0.3644,low
other,0.5921,0.7516,1,0,medium,0.2926,medium
suspicious_login,0.3229,0.2011,1,0,low,0.429,low
suspicious_login,0.2924,0.0349,2,0,medium,0.6108,low
malware,0.0,0.0,1,0,high,0.8558,medium
other,0.5752,0.4366,4,1,medium,0.4983,high
brute_force,0.099,0.0905,1,0,high,0.7245,medium
other,0.4654,0.6759,5,0,low,0.173,medium
suspicious_login,0.0,0.0,1,0,low,0.6945,low
brute_force,0.299,0.4985,11,0,high,0.6987,high
brute_force,0.3574,0.2454,0,0,low,0.3019,low
other,0.0783,0.1112,12,0,high,0.432,high
suspicious_login,0.264,0.4744,2,0,medium,0.7032,medium
suspicious_login,0.0,0.3794,1,0,low,0.8949,low
brute_force,0.3643,0.3445,0,0,low,0.8194,low
suspicious_login,0.0429,0.0925,8,0,low,0.6116,low
suspicious_login,0.2304,0.2034,0,0,medium,0.7266,low
suspicious_login,0.4316,0.0,10,0,low,0.3758,medium
malware,0.4291,0.3541,9,0,high,0.3377,high
malware,0.2426,0.2859,2,1,low,0.6625,low
malware,0.6281,0.3131,0,0,medium,0.8136,medium
data_exfil,0.1514,0.3031,0,0,low,0.425,low
other,0.4309,0.7216,4,1,medium,0.8076,high
brute_force,0.6299,0.3015,1,0,medium,0.4709,medium
brute_force,0.4096,0.4959,1,0,low,0.403,low
other,0.2773,0.2725,0,0,medium,0.9248,low
brute_force,0.0847,0.0,5,0,low,0.7151,low
suspicious_login,0.1381,0.7416,1,0,medium,0.1512,medium
suspicious_login,0.1926,0.0,5,0,low,0.53,low
suspicious_login,0.1301,0.3039,3,0,low,0.7751,low
malware,0.205,0.0,10,0,low,0.3924,medium
suspicious_login,0.5045,0.2363,2,0,low,0.7334,low
brute_force,0.0,0.0,14,0,high,0.5865,low
suspicious_login,0.4871,0.1245,0,1,high,0.6971,medium
data_exfil,0.2551,0.2458,13,0,low,0.7674,low
brute_force,0.2681,0.2863,8,0,medium,0.6531,medium
data_exfil,0.2405,0.3296,0,0,low,0.8849,low
other,0.0,0.0,4,0,medium,0.8517,medium
brute_force,0.5225,0.7824,2,0,medium,0.8219,high
brute_force,0.2931,0.0083,1,0,low,0.3745,low
malware,0.4556,0.7526,2,0,low,0.6553,medium
other,0.2285,0.4202,7,0,low,0.6399,low
suspicious_login,0.2121,0.2242,11,0,medium,0.4359,low
other,0.8336,0.7979,1,0,low,0.9411,low
suspicious_login,0.3366,0.1076,2,0,low,0.7419,medium
other,0.273,0.2325,1,0,medium,0.247,low
other,0.9214,0.6094,3,0,low,0.4804,medium
malware,0.2571,0.5263,12,0,medium,0.2083,high
suspicious_login,0.0,0.2237,3,0,medium,0.607,medium
other,0.5095,0.3193,4,0,high,0.7556,high
other,0.1291,0.137,8,1,medium,0.7035,medium
brute_force,0.0,0.0043,1,1,high,0.7984,medium
data_exfil,0.5788,0.639,10,0,low,0.4937,medium
malware,0.4768,0.46,8,0,low,0.707,medium
malware,0.0,0.1809,3,0,medium,0.5909,low
data_exfil,0.3123,0.3033,2,0,low,0.7379,low
malware,0.4356,0.3625,0,0,low,0.4626,low
brute_force,0.3747,0.2594,4,0,low,0.6977,low
malware,0.2584,0.8102,1,0,low,0.5015,medium
other,0.2724,0.2548,3,0,low,0.3789,low
malware,0.1206,0.1881,1,1,low,0.1858,low
brute_force,0.0,0.3845,2,0,low,0.789,low
other,0.1573,0.3348,1,0,medium,0.3963,low
malware,0.1648,0.1095,2,0,low,0.7705,low
suspicious_login,0.6464,0.501,1,0,medium,0.5208,high
other,0.2404,0.1061,0,0,low,0.8849,low
malware,0.0,0.1735,6,0,low,0.2442,low
other,0.0,0.2864,1,1,medium,0.5806,medium
other,0.5103,0.5313,1,0,medium,0.3614,medium
other,0.5193,0.5233,2,0,low,0.6803,medium
suspicious_login,0.1685,0.175,0,0,medium,0.406,low
other,0.3783,0.672,5,0,high,0.861,high
brute_force,0.0,0.1335,3,0,medium,0.9042,medium
suspicious_login,0.0,0.0673,2,0,low,0.7167,low
data_exfil,0.9393,0.62,1,0,high,0.5897,high
suspicious_login,0.0638,0.0,9,0,high,0.9015,high
malware,0.2649,0.2797,2,1,low,0.6139,medium
suspicious_login,0.0,0.1521,8,0,low,0.7712,low
brute_force,0.4171,0.3021,4,0,medium,0.49,medium
malware,0.4213,0.1795,11,0,high,0.4177,high
data_exfil,0.1656,0.0,10,1,low,0.3155,medium
other,0.011,0.078,16,0,medium,0.3847,medium
brute_force,0.5667,0.3718,6,0,low,0.8539,medium
other,0.7588,0.6705,9,0,medium,0.878,high
other,0.1388,0.2466,3,1,medium,0.3576,high
other,0.639,0.2945,2,0,low,0.625,low
malware,0.2153,0.187,2,0,low,0.5456,medium
other,0.5047,0.2614,14,1,low,0.4088,medium
brute_force,0.0,0.162,2,0,low,0.5586,low
malware,0.4586,0.1539,4,0,low,0.4625,medium
data_exfil,0.1391,0.1747,1,0,medium,0.4329,medium
suspicious_login,0.32,0.1256,4,0,high,0.6179,high
malware,0.1776,0.534,23,0,medium,0.4933,medium
brute_force,0.1446,0.0,6,0,low,0.1961,low
data_exfil,0.0,0.1374,2,0,low,0.241,low
suspicious_login,0.3576,0.2826,1,0,medium,0.4336,medium
other,0.1737,0.2771,1,0,low,0.5496,low
suspicious_login,0.0333,0.2265,4,0,low,0.491,low
malware,0.0,0.1072,6,0,low,0.4911,low
brute_force,0.3782,0.4723,1,0,low,0.7435,low
malware,0.2558,0.2499,2,1,medium,0.0961,high
suspicious_login,0.4846,0.439,1,0,medium,0.5248,medium
other,0.4079,0.7288,3,0,medium,0.2802,medium
malware,0.0,0.2838,0,0,medium,0.3989,medium
data_exfil,0.1796,0.1688,1,0,low,0.6889,low
other,0.2552,0.6567,3,0,medium,0.7385,medium
other,0.1093,0.0,1,1,high,0.6924,high
data_exfil,0.1506,0.4075,9,1,medium,0.3445,medium
other,0.1353,0.0,9,0,high,0.7273,medium
other,0.1923,0.1678,4,0,high,0.3291,high
suspicious_login,0.5855,0.3475,3,0,medium,0.4392,high
other,0.566,0.5876,7,1,low,0.6302,high
other,0.2709,0.257,1,0,medium,0.9705,medium
malware,0.1308,0.3963,8,0,medium,0.51,medium
data_exfil,0.4177,0.0578,12,0,medium,0.8447,medium
malware,0.0012,0.0422,13,0,medium,0.4588,medium
suspicious_login,0.0,0.3612,3,0,medium,0.7466,medium
brute_force,0.8026,0.1457,10,0,low,0.3898,low
brute_force,0.2595,0.1213,3,0,medium,0.6505,medium
brute_force,0.4468,0.3537,2,0,low,0.5419,low
data_exfil,0.0,0.076,0,0,low,0.5818,low
data_exfil,0.0,0.0662,2,0,medium,0.7341,medium
suspicious_login,0.33,0.1307,1,0,medium,0.7592,medium
data_exfil,0.1202,0.0,2,0,high,0.7979,medium
suspicious_login,0.2298,0.1934,0,0,high,0.76,medium
data_exfil,0.4147,0.4336,3,0,low,0.7238,medium
malware,0.2465,0.3605,9,0,high,0.3031,high
malware,0.0699,0.456,0,0,low,0.4475,low
other,0.737,0.4689,4,0,low,0.3393,medium
brute_force,0.0,0.2245,10,0,low,0.9493,low
suspicious_login,0.0,0.0751,12,1,high,0.8346,high
brute_force,0.2153,0.0,7,0,low,0.419,low
brute_force,0.1956,0.302,3,0,low,0.116,low
data_exfil,0.2843,0.4533,3,0,medium,0.9331,medium
other,0.9165,0.7253,0,0,low,0.8294,medium
other,0.3892,0.2234,11,0,low,0.5272,medium
malware,0.0507,0.2667,1,0,low,0.1715,low
data_exfil,0.4077,0.4252,13,0,medium,0.8541,medium
brute_force,0.0752,0.261,2,0,low,0.5882,low
other,0.1411,0.126,2,0,low,0.0827,low
other,0.272,0.2193,3,0,medium,0.5557,high
brute_force,0.3505,0.3011,10,0,medium,0.8984,medium
other,0.8128,0.6517,1,1,low,0.481,medium
other,0.1888,0.3699,1,0,medium,0.3172,medium
suspicious_login,0.9129,0.585,3,0,medium,0.503,high
brute_force,0.3169,0.1798,4,0,low,0.6727,low
brute_force,0.3089,0.1883,2,1,medium,0.5018,medium
other,0.2047,0.2037,9,0,medium,0.6935,high
other,0.142,0.0,1,1,low,0.4464,low
brute_force,0.4919,0.4284,4,0,medium,0.3993,high
other,0.4663,0.2149,10,0,low,0.3745,medium
other,0.3111,0.1079,3,1,medium,0.6976,medium
data_exfil,0.3267,0.1637,11,0,high,0.7278,high
data_exfil,0.0297,0.0,2,0,medium,0.5615,medium
malware,0.5546,0.7268,1,0,high,0.7958,high
brute_force,0.4622,0.4223,9,0,medium,0.6613,medium
malware,0.3295,0.4068,1,0,medium,0.4601,medium
brute_force,0.0389,0.2322,0,0,low,0.3616,low
data_exfil,0.3814,0.3825,0,0,medium,0.8074,low
suspicious_login,0.1955,0.3869,1,0,high,0.747,high
other,0.0065,0.3286,2,0,low,0.3294,low
malware,0.3839,0.2495,3,0,low,0.7676,low
brute_force,0.2699,0.4645,0,0,medium,0.8824,low
data_exfil,0.3693,0.4128,1,1,low,0.715,medium
malware,0.109,0.0,7,0,medium,0.3523,medium
brute_force,0.1113,0.1074,1,0,medium,0.3525,medium
data_exfil,0.5493,0.3584,3,0,high,0.6635,high
brute_force,0.2455,0.0437,2,0,medium,0.9416,low
brute_force,0.5727,0.0796,11,0,low,0.4677,low
other,0.0,0.1474,1,0,low,0.8765,low
data_exfil,0.2286,0.5807,4,0,medium,0.1661,medium
other,0.0,0.1406,12,0,high,0.5829,medium
other,0.158,0.3036,11,0,low,0.6268,low
suspicious_login,0.0111,0.1929,1,0,low,0.6801,low
suspicious_login,0.5859,0.5984,2,0,medium,0.1859,medium
brute_force,0.0,0.2964,3,0,medium,0.6462,medium
brute_force,0.6151,0.3546,5,0,medium,0.7252,high
malware,0.2754,0.3715,2,0,medium,0.9199,medium
other,0.6436,0.0,1,0,medium,0.7386,low
brute_force,0.6035,0.5753,4,0,medium,0.7719,medium
suspicious_login,0.8273,0.6307,2,0,medium,0.3682,high
other,0.0,0.307,17,0,low,0.6167,medium
brute_force,0.2726,0.0336,1,1,low,0.6112,low
other,0.4467,0.134,1,0,high,0.5913,medium
brute_force,0.4458,0.2526,0,0,medium,0.8071,low
data_exfil,0.4906,0.2598,3,0,medium,0.7345,medium
suspicious_login,0.551,0.2747,12,0,high,0.6808,high
malware,0.1063,0.1789,2,0,medium,0.8614,medium
brute_force,0.0136,0.0,1,0,low,0.5291,low
suspicious_login,0.1925,0.1305,3,0,medium,0.8149,medium
suspicious_login,0.5174,0.3323,7,0,medium,0.6461,medium
data_exfil,0.236,0.0,0,0,low,0.9139,low
other,0.5771,0.358,1,0,low,0.5696,low
suspicious_login,0.1914,0.2356,2,0,medium,0.6555,low
suspicious_login,0.41,0.3031,0,0,high,0.6265,medium
suspicious_login,0.5584,0.5026,12,0,low,0.829,medium
data_exfil,0.72,0.7358,1,0,high,0.8256,high
suspicious_login,0.2266,0.0345,16,0,low,0.2647,low
brute_force,0.1909,0.2902,2,0,medium,0.6984,medium
data_exfil,0.2785,0.3524,0,0,high,0.7111,medium
suspicious_login,0.0075,0.3127,2,1,low,0.4486,medium
other,0.3776,0.1071,4,0,low,0.2871,low
malware,0.379,0.5243,5,0,medium,0.437,high
data_exfil,0.4751,0.428,0,0,low,0.7548,low
other,0.349,0.3702,4,0,low,0.8093,medium
other,0.255,0.5761,10,0,high,0.4408,high
other,0.0934,0.3265,4,0,low,0.6942,low
malware,0.1504,0.5564,2,0,medium,0.8792,medium
suspicious_login,0.1222,0.0043,2,1,medium,0.5007,high
suspicious_login,0.057,0.0698,0,1,medium,0.823,medium
brute_force,0.0889,0.2203,2,0,medium,0.7108,high
malware,0.3293,0.0,0,0,medium,0.662,medium
brute_force,0.2209,0.2764,1,1,high,0.417,high
brute_force,0.5296,0.1644,0,1,low,0.6518,low
data_exfil,0.5967,0.404,6,0,medium,0.7204,medium
brute_force,0.5571,0.457,0,0,high,0.9058,medium
data_exfil,0.3065,0.3694,12,1,medium,0.6691,medium
brute_force,0.1913,0.151,5,0,medium,0.4694,medium
suspicious_login,0.4044,0.4705,6,0,low,0.3629,medium
data_exfil,0.2182,0.496,2,0,high,0.841,high
data_exfil,0.2092,0.2337,18,0,medium,0.7321,medium
malware,0.0865,0.166,12,0,medium,0.7537,medium
data_exfil,0.1281,0.0,1,0,low,0.2451,low
malware,0.2633,0.0397,3,0,low,0.6512,low
malware,0.1323,0.23,3,0,medium,0.5762,medium
suspicious_login,0.7002,0.4858,3,0,low,0.4677,medium
suspicious_login,0.4644,0.4896,2,0,low,0.6303,low
brute_force,0.0093,0.2906,2,0,high,0.3446,medium
data_exfil,0.1149,0.3777,1,0,low,0.5839,medium
suspicious_login,0.1962,0.0418,0,0,low,0.9666,low
malware,0.035,0.2311,1,0,medium,0.3653,medium
malware,0.4428,0.2156,3,0,medium,0.3115,medium
data_exfil,0.111,0.3793,2,1,medium,0.4631,medium
suspicious_login,0.3165,0.2258,1,1,medium,0.5109,high
malware,0.7954,0.631,8,0,medium,0.7322,high
brute_force,0.2264,0.2159,1,0,high,0.5834,high
malware,0.5893,0.4849,2,0,medium,0.8315,medium
malware,0.067,0.0,1,1,high,0.609,medium
data_exfil,0.3511,0.247,1,0,medium,0.831,medium
brute_force,0.2782,0.219,1,0,low,0.7957,low
other,0.2486,0.093,0,0,medium,0.6253,medium
malware,0.7759,0.7706,2,0,low,0.91,medium
data_exfil,0.4176,0.1628,8,0,medium,0.8121,medium
brute_force,0.1995,0.1849,3,1,high,0.6556,high
other,0.3149,0.1467,3,0,low,0.6849,medium
other,0.1304,0.8173,0,0,low,0.8936,low
data_exfil,0.5343,0.584,2,0,high,0.7391,high
malware,0.2613,0.2758,9,0,low,0.643,low
malware,0.0938,0.042,0,0,high,0.2855,medium
brute_force,0.1954,0.1692,3,1,low,0.1242,medium
malware,0.3543,0.3831,2,0,high,0.4727,high
malware,0.1505,0.1768,7,0,high,0.3945,medium
other,0.3444,0.3599,8,0,low,0.6639,medium
other,0.3446,0.1323,1,0,high,0.6674,medium
suspicious_login,0.4499,0.2784,2,1,medium,0.4886,medium
malware,0.4046,0.515,17,1,medium,0.9094,high
other,0.3122,0.202,1,0,medium,0.6274,medium
brute_force,0.2798,0.0588,7,0,low,0.5634,low
other,0.0542,0.2494,2,1,medium,0.8134,medium
malware,0.8976,0.6616,14,0,low,0.3224,medium
suspicious_login,0.8023,0.414,1,0,medium,0.6578,medium
data_exfil,0.405,0.7149,1,0,medium,0.5883,medium
brute_force,0.0,0.1074,4,0,medium,0.6081,medium
other,0.0,0.0809,1,0,low,0.4958,low
suspicious_login,0.51,0.4288,3,0,medium,0.3369,medium
data_exfil,0.036,0.3335,1,0,high,0.5938,medium
brute_force,0.0,0.0,5,0,low,0.7366,low
data_exfil,0.4998,0.3172,3,0,low,0.3469,medium
data_exfil,0.2678,0.3377,0,0,high,0.8075,medium
suspicious_login,0.0,0.245,2,0,low,0.717,medium
data_exfil,0.465,0.0728,1,0,high,0.4101,medium
suspicious_login,0.0,0.0,2,0,low,0.8698,low
suspicious_login,0.0339,0.1447,3,0,low,0.362,low
malware,0.3187,0.0591,3,1,low,0.8317,medium
brute_force,0.5618,0.3663,3,0,low,0.6502,low
suspicious_login,0.3548,0.2644,12,0,medium,0.6325,medium
other,0.0463,0.0291,1,0,high,0.5955,medium
other,0.1969,0.4866,2,0,low,0.5833,low
malware,1.0,0.4348,3,0,low,0.4811,medium
data_exfil,0.294,0.3917,11,0,medium,0.6646,medium
other,0.3653,0.487,0,0,medium,0.4215,low
other,0.1029,0.0,1,0,medium,0.5215,medium
malware,0.1057,0.5104,9,1,medium,0.7644,high
data_exfil,0.513,0.5128,1,0,medium,0.7926,medium
other,0.3394,0.012,0,0,medium,0.7367,low
brute_force,0.3582,0.1022,0,0,low,0.6418,low
other,0.6178,0.2252,3,0,high,0.8509,high
malware,0.1954,0.3805,1,0,medium,0.7901,medium
other,0.4651,0.0461,12,0,medium,0.7271,medium
suspicious_login,0.1763,0.2206,2,0,medium,0.6111,medium
suspicious_login,0.6118,0.6974,10,0,low,0.1971,medium
suspicious_login,0.2517,0.1442,2,0,low,0.4486,low
malware,0.1126,0.0,2,1,medium,0.4852,medium
malware,0.0,0.0,2,0,medium,0.7873,low
brute_force,0.4014,0.2406,1,0,low,0.5775,low
suspicious_login,0.2707,0.2213,2,0,medium,0.7042,low
data_exfil,0.2285,0.0153,5,0,medium,0.6998,medium
data_exfil,0.0,0.4579,3,0,medium,0.2274,medium
brute_force,0.0,0.3125,1,0,high,0.8464,medium
data_exfil,0.2638,0.1393,3,0,low,0.531,low
brute_force,0.2891,0.0,10,0,high,0.2804,high
data_exfil,0.0731,0.1495,2,0,low,0.2736,low
malware,0.3557,0.2013,3,0,low,0.7652,medium
other,0.2245,0.1584,1,0,medium,0.6299,medium
suspicious_login,0.1714,0.2206,3,0,high,0.7176,medium
other,0.7107,0.4303,1,0,medium,0.7544,medium
other,0.4149,0.1329,10,0,high,0.767,high
suspicious_login,0.4166,0.4591,13,0,low,0.8549,low
data_exfil,0.0,0.0,12,1,medium,0.7834,medium
other,0.0058,0.3679,2,0,high,0.5001,high
malware,0.4574,0.1444,3,0,low,0.8224,low
brute_force,0.2135,0.0,1,0,medium,0.3812,medium
suspicious_login,0.5314,0.2954,1,1,medium,0.6438,high
malware,0.213,0.5116,2,0,low,0.563,low
other,0.4792,0.8976,9,0,medium,0.4547,high
other,0.2391,0.5332,5,0,low,0.7585,low
other,0.1471,0.0581,4,0,low,0.463,low
suspicious_login,0.0,0.1642,8,0,low,0.8348,low
suspicious_login,0.0118,0.5506,13,1,medium,0.4367,medium
brute_force,0.3752,0.5136,8,0,medium,0.8497,medium
malware,0.5417,0.8211,14,0,high,0.7766,high
brute_force,0.4117,0.3346,6,0,medium,0.5026,medium
brute_force,0.4441,0.3841,1,0,low,0.6083,low
brute_force,0.1942,0.0908,7,0,high,0.6049,medium
data_exfil,0.4571,0.2111,5,0,medium,0.5811,medium
data_exfil,0.0933,0.0272,1,0,low,0.4388,low
brute_force,0.4296,0.4741,2,0,medium,0.58,high
data_exfil,0.4741,0.5654,2,0,low,0.6439,low
brute_force,0.2368,0.0,3,0,medium,0.2709,medium
other,0.0633,0.2302,10,0,medium,0.5056,medium
malware,0.1139,0.1638,2,0,medium,0.5368,medium
malware,0.464,0.2162,2,0,low,0.428,medium
malware,0.1568,0.4135,9,0,high,0.6109,medium
data_exfil,0.4629,0.3685,0,1,medium,0.3826,medium
other,0.395,0.4785,1,0,high,0.4844,medium
malware,0.0039,0.0485,3,0,medium,0.7079,medium
malware,0.2689,0.0912,0,0,low,0.5358,low
suspicious_login,0.0803,0.3144,5,0,medium,0.594,medium
suspicious_login,0.403,0.696,2,0,medium,0.8283,medium
suspicious_login,0.3318,0.3068,1,1,low,0.5961,medium
data_exfil,0.7689,0.7815,1,0,medium,0.3917,medium
suspicious_login,0.0,0.4691,7,1,low,0.8013,medium
data_exfil,0.0798,0.0921,0,0,high,0.5337,medium
other,0.4033,0.5727,13,0,medium,0.6285,medium
other,0.2239,0.3346,12,0,high,0.4326,high
malware,0.3968,0.5173,11,0,low,0.5973,medium
malware,0.68,0.6379,0,0,low,0.5626,low
malware,0.0256,0.1457,12,1,low,0.6957,medium
malware,0.0,0.0,2,0,medium,0.3796,low
suspicious_login,0.0182,0.0465,1,0,medium,0.1226,low
suspicious_login,0.2697,0.1448,5,0,low,0.7128,medium
brute_force,0.7307,0.489,13,0,low,0.4257,medium
other,0.3999,0.2656,2,0,high,0.6811,high
suspicious_login,0.2705,0.0962,4,1,low,0.954,medium
suspicious_login,0.0443,0.0,3,0,low,0.6775,medium
other,0.5628,0.5254,14,1,high,0.5708,high
data_exfil,0.1414,0.1475,11,0,high,0.5409,medium
suspicious_login,0.1527,0.1918,6,1,medium,0.5238,medium
malware,0.4991,0.4835,11,0,high,0.7501,high
other,0.2459,0.5227,8,0,low,0.9633,low
other,0.3045,0.2406,0,0,medium,0.6887,low
brute_force,0.1595,0.0,3,0,medium,0.8003,medium
data_exfil,0.4488,0.5068,2,0,medium,0.4808,medium
brute_force,0.4775,0.463,0,0,medium,0.1899,high
data_exfil,0.3671,0.1783,2,0,high,0.6664,high
brute_force,0.2726,0.3697,4,0,medium,0.6128,medium
other,0.1485,0.3348,12,0,low,0.7471,low
brute_force,0.4719,0.3509,4,0,medium,0.6991,medium
suspicious_login,0.4862,0.3802,5,0,high,0.4481,high
brute_force,0.2249,0.1271,3,0,medium,0.702,medium
suspicious_login,0.3883,0.3417,2,1,medium,0.2219,medium
other,0.1067,0.1127,1,0,low,0.5671,low
suspicious_login,0.2486,0.5748,1,0,high,0.5173,medium
malware,0.4111,0.5066,1,0,high,0.9429,high
brute_force,0.3845,0.3102,6,0,high,0.9457,medium
brute_force,0.731,0.4435,1,1,high,0.6281,high
suspicious_login,0.5114,0.3854,4,0,low,0.3065,low
suspicious_login,0.2102,0.2016,0,0,high,0.3251,high
other,0.027,0.3497,2,1,high,0.5242,high
brute_force,0.2626,0.63,3,0,medium,0.7267,medium
malware,0.3137,0.419,9,0,medium,0.6664,medium
suspicious_login,0.2192,0.6134,3,1,medium,0.8006,high
brute_force,0.0605,0.3632,0,0,medium,0.4764,low
other,0.509,0.6096,5,0,low,0.5303,medium
data_exfil,0.1317,0.0556,2,0,high,0.6426,medium
suspicious_login,0.248,0.2467,1,0,high,0.54,medium
brute_force,0.1167,0.5918,2,1,medium,0.303,high
brute_force,0.1165,0.2216,1,0,low,0.8338,low
data_exfil,0.1932,0.333,4,0,medium,0.7707,medium
suspicious_login,0.4472,0.2462,1,0,medium,0.2903,medium
other,0.0,0.116,2,0,medium,0.8473,medium
data_exfil,0.3841,0.3386,13,0,low,0.828,low
other,0.3806,0.2474,1,0,low,0.4889,low
suspicious_login,0.248,0.203,4,1,medium,0.5431,medium
suspicious_login,0.498,0.6221,3,0,medium,0.6248,medium
brute_force,0.4062,0.4078,0,0,medium,0.5449,medium
brute_force,0.4205,0.3443,0,0,medium,0.7014,medium
malware,0.2244,0.0087,1,0,medium,0.6264,low
other,0.0752,0.0,4,0,high,0.5772,high
malware,0.3583,0.277,2,1,low,0.7345,low
other,0.3916,0.2496,1,0,high,0.6098,high
malware,0.1158,0.6597,4,0,medium,0.8254,medium
suspicious_login,0.1804,0.435,0,0,medium,0.5445,medium
data_exfil,0.0,0.0,4,0,low,0.662,medium
data_exfil,0.126,0.1121,2,0,high,0.789,high
malware,0.2522,0.2882,10,0,low,0.584,medium
suspicious_login,0.6345,0.0623,3,0,high,0.6942,high
other,0.0614,0.1125,3,0,low,0.9273,low
other,0.8395,0.4189,3,1,low,0.718,medium
brute_force,0.4118,0.4499,7,0,medium,0.5346,medium
brute_force,0.0,0.0,2,0,medium,0.658,medium
data_exfil,0.1062,0.5427,3,0,low,0.7868,low
suspicious_login,0.6138,0.3712,3,0,high,0.283,high
brute_force,0.1881,0.3297,12,0,low,0.229,low
other,0.4308,0.3833,3,0,high,0.7496,high
suspicious_login,0.2321,0.6591,0,1,high,0.7037,medium
data_exfil,0.3342,0.1809,7,1,medium,0.7167,medium
malware,0.1976,0.3724,3,0,medium,0.6046,medium
malware,0.2191,0.2851,2,0,low,0.4848,low
other,0.0,0.0456,5,0,low,0.8732,low
malware,0.2363,0.5299,3,1,medium,0.6765,medium
other,0.1601,0.3249,5,1,high,0.7735,high
other,0.3149,0.3117,0,0,low,0.8835,low
other,0.157,0.0,1,0,high,0.8255,medium
brute_force,0.1841,0.3995,12,0,medium,0.5438,medium
suspicious_login,0.1664,0.0,1,0,low,0.6859,low
malware,0.1777,0.2003,2,0,medium,0.6688,medium
brute_force,0.1107,0.3887,12,1,medium,0.4269,high
data_exfil,0.2043,0.6751,5,0,low,0.8382,low
other,0.1065,0.1802,10,0,high,0.5754,high
brute_force,0.0,0.0,4,0,medium,0.4931,medium
malware,0.5599,0.478,4,0,low,0.924,medium
suspicious_login,0.0477,0.3371,3,1,low,0.415,medium
brute_force,0.394,0.3367,9,0,low,0.7239,low
brute_force,0.2654,0.7813,13,0,low,0.7048,medium
malware,0.5727,0.4776,1,0,low,0.7367,low
data_exfil,0.1541,0.037,6,0,medium,0.6875,medium
other,0.3277,0.2449,4,0,low,0.5111,low
brute_force,0.2127,0.249,3,1,low,0.5504,medium
malware,0.6241,0.5567,1,1,medium,0.401,medium
malware,0.4606,0.4499,2,1,low,0.4263,medium
brute_force,0.3857,0.2784,2,0,medium,0.1804,medium
other,0.0,0.2604,12,0,high,0.8105,medium
malware,0.4876,0.8248,2,0,low,0.3372,medium
suspicious_login,0.326,0.1681,2,0,medium,0.4627,medium
other,0.2138,0.3654,3,1,low,0.9507,medium
malware,0.3037,0.1823,15,0,medium,0.6724,low
malware,0.1271,0.2699,1,1,medium,0.4225,medium
suspicious_login,0.0,0.1906,0,0,low,0.6332,low
other,0.411,0.036,2,0,medium,0.1242,medium
malware,0.2387,0.1869,3,1,medium,0.6187,high
data_exfil,0.3512,0.2281,1,0,high,0.8209,high
brute_force,0.3327,0.6813,2,0,high,0.4761,high
malware,0.2583,0.1232,11,0,low,0.2777,low
brute_force,0.7656,0.8314,2,0,low,0.608,medium
data_exfil,0.1864,0.0,6,0,medium,0.1906,low
data_exfil,0.1944,0.121,17,0,medium,0.4993,medium
other,0.1502,0.454,0,1,low,0.8151,low
suspicious_login,0.1241,0.221,2,0,high,0.183,high
data_exfil,0.5131,0.4375,11,0,low,0.376,medium
brute_force,0.3329,0.156,1,0,low,0.7815,low
data_exfil,0.3815,0.598,12,0,medium,0.6056,medium
data_exfil,0.0823,0.2131,1,0,medium,0.345,low
data_exfil,0.3989,0.4311,3,0,medium,0.9375,medium
other,0.3637,0.2021,11,1,medium,0.8167,medium
suspicious_login,0.4202,0.2959,2,0,medium,0.4998,medium
malware,0.1702,0.2401,1,0,high,0.6691,high
other,0.0,0.189,2,1,medium,0.3226,medium
other,0.2474,0.2938,4,0,medium,0.4117,medium
suspicious_login,0.0017,0.0656,4,0,medium,0.6214,medium
brute_force,0.0,0.1881,2,0,low,0.4841,low
brute_force,0.4494,0.4096,5,0,medium,0.9647,high
suspicious_login,0.2303,0.0339,7,0,low,0.9089,low
suspicious_login,0.5484,0.5085,8,1,high,0.6959,high
brute_force,0.8051,0.3313,2,0,low,0.7375,medium
other,0.5064,0.0,1,1,medium,0.7435,medium
data_exfil,0.1385,0.1422,2,0,low,0.579,low
data_exfil,0.0432,0.0313,2,0,low,0.6927,low
malware,0.8187,0.8867,6,0,low,0.726,medium
suspicious_login,0.449,0.2548,3,0,low,0.9107,low
suspicious_login,0.3176,0.3057,1,0,low,0.4038,low
brute_force,0.0,0.0,4,0,low,0.7469,low
